patterns, probability of distruction, occurrences
68,0.15,12646
68,0.16,12584.3
68,0.17,12516.3
68,0.18,12426.9
68,0.19,12354.3
68,0.2,12265.9
68,0.21,12181.5
68,0.22,12104.2
68,0.23,12021.4
68,0.24,11942.6
68,0.25,11844.6
68,0.26,11751.6
68,0.27,11666.8
68,0.28,11553.6
68,0.29,11483.1
68,0.3,11369.4
68,0.31,11267.4
68,0.32,11163.9
68,0.33,11070.2
68,0.34,10946.9
68,0.35,10856.1
68,0.36,10750.1
68,0.37,10626.3
68,0.38,10513.1
68,0.39,10405
68,0.4,10290.7
68,0.41,10188.5
68,0.42,10060.2
68,0.43,9936.84
68,0.44,9778.48
68,0.45,9694.54
68,0.46,9576.13
68,0.47,9421.41
68,0.48,9324.52
68,0.49,9173.78
68,0.5,9060.09
68,0.51,8919.8
68,0.52,8779.62
68,0.53,8642
68,0.54,8511.56
68,0.55,8379.5
68,0.56,8222.06
68,0.57,8065.39
68,0.58,7942.61
68,0.59,7796.72
68,0.6,7637.06
68,0.61,7509.83
68,0.62,7341.32
68,0.63,7168.64
68,0.64,7014.29
68,0.65,6882.82
68,0.66,6718.3
68,0.67,6582.64
68,0.68,6409.97
68,0.69,6231.41
68,0.7,6053.38
68,0.71,5895.23
68,0.72,5731.8
68,0.73,5565.87
68,0.74,5378.12
68,0.75,5237.61
68,0.76,5051.41
68,0.77,4862.06
68,0.78,4673.09
68,0.79,4492.68
69,0,13429.7
69,0.01,13540.2
69,0.02,13614.6
69,0.03,13648.1
69,0.04,13674.1
69,0.05,13688.5
69,0.06,13689.1
69,0.07,13683.1
69,0.08,13668.6
69,0.09,13643
69,0.1,13613.2
69,0.11,13588.5
69,0.12,13542.6
69,0.13,13505.1
69,0.14,13463.4
69,0.15,13397.2
69,0.16,13348.8
69,0.17,13284.6
69,0.18,13220.5
69,0.19,13158.5
69,0.2,13080.9
69,0.21,13011.4
69,0.22,12942.5
69,0.23,12852.1
69,0.24,12775.4
69,0.25,12688
69,0.26,12616.4
69,0.27,12512.1
69,0.28,12431
69,0.29,12325.6
69,0.3,12231.4
69,0.31,12144.1
69,0.32,12026.4
69,0.33,11929.6
69,0.34,11821.8
69,0.35,11714.2
69,0.36,11607.9
69,0.37,11488.2
69,0.38,11389.4
69,0.39,11260.3
69,0.4,11143.5
69,0.41,11020.5
69,0.42,10891.3
69,0.43,10782.6
69,0.44,10646.9
69,0.45,10510.5
69,0.46,10395.2
69,0.47,10262.3
69,0.48,10112.8
69,0.49,9991.47
69,0.5,9859.58
69,0.51,9704.98
69,0.52,9561.73
69,0.53,9415.36
69,0.54,9284.23
69,0.55,9110.83
69,0.56,8985
69,0.57,8802.31
69,0.58,8670.31
69,0.59,8515.35
69,0.6,8338.38
69,0.61,8182.5
69,0.62,8015.11
69,0.63,7866.93
69,0.64,7701.27
69,0.65,7528.57
69,0.66,7346.21
69,0.67,7187.71
69,0.68,7029.35
69,0.69,6838.37
69,0.7,6667.89
69,0.71,6472.5
69,0.72,6271.64
69,0.73,6073.44
69,0.74,5911.97
69,0.75,5732.76
69,0.76,5540.19
69,0.77,5312.36
69,0.78,5132.23
69,0.79,4917.88
